Protein,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10
B9J08_003270,Hypothetical protein,0.0852718438276155,"Hypothetical protein [0.0853] | Hypothetical_protein [0.0544] | (thale cress) hypothetical protein [0.0260] | T-SNARE coiled-coil homology domain-containing protein [0.0206] | SynN domain-containing protein [0.0194] | (pine wood nematode) hypothetical protein [0.0193] | Vesicle transport protein USE1 [0.0192] | Transmembrane protein, [0.0162] | Magnesium transporter [0.0159] | Transmembrane protein [0.0123]"
B9J08_003286,Ell-associated factor Eaf,0.0417426811078428,Ell-associated factor Eaf [0.0417] | C2 NT-type domain-containing protein [0.0179] | Hypothetical protein [0.0146] | Iwr1 domain-containing protein [0.0094] | Ell-associated factor Eaf-like [0.0078] | CTK3_C domain-containing protein [0.0052] | CTK3 domain-containing protein [0.0041] | Piso0_005766 protein [0.0028] | Piso0_005768 protein [0.0024] | Kinesin-like protein KIF13B [0.0014]
B9J08_003297,U3 small nucleolar RNA-associated protein 14,0.0931199310993176,U3 small nucleolar RNA-associated protein 14 [0.0931] | Pre-mRNA-splicing factor CWC25 [0.0511] | Pre-mRNA-splicing factor SPP381 [0.0342] | Pre-mRNA-splicing factor SPP382 [0.0259] | Pre-mRNA-splicing factor CWC26 [0.0143] | U3 snoRNP protein [0.0101] | Pre-mRNA-splicing factor CWC15 [0.0085] | Pre-mRNA-splicing factor SLU7 [0.0081] | U3 small nucleolar ribonucleoprotein protein MPP10 [0.0066] | U3 small nucleolar RNA-associated protein 14 homolog A [0.0065]
B9J08_003317,PMD domain-containing protein,0.2061595244035774,PMD domain-containing protein [0.2062] | Fungal_trans domain-containing protein [0.0854] | Rab-GAP TBC domain-containing protein [0.0476] | ELMO domain-containing protein [0.0153] | Protein MAIN-LIKE 1-like [0.0147] | Fungal specific transcription factor [0.0114] | Fungal specific transcription factor domain family protein [0.0091] | Fungal specific transcription factor domain-containing protein [0.0080] | C6 zinc finger domain-containing protein [0.0063] | Glycosyltransferase family 48 protein [0.0045]
B9J08_003318,Hypothetical protein,0.0512097608843956,"Hypothetical protein [0.0512] | Bgt- [0.0441] | Hypothetical_protein [0.0411] | Similar to [0.0146] | Str. FM013 [0.0135] | DUF4048 domain-containing protein [0.0092] | T-SNARE coiled-coil homology domain-containing protein [0.0083] | WGS project CBMI000000000 data, contig [0.0044] | TBC1 domain family member 30 [0.0038] | T-SNARE [0.0028]"
B9J08_003325,(pine wood nematode) hypothetical protein,0.0903039428325555,(pine wood nematode) hypothetical protein [0.0903] | GPI-anchored protein pfl2 [0.0767] | Flocculation protein FLO11-like [0.0189] | GPI anchored protein [0.0182] | GPI-anchored protein [0.0173] | Flocculation protein FLO11 [0.0156] | Secreted mucin [0.0148] | SEA domain-containing protein [0.0142] | Mucin-5AC-like [0.0137] | Protein spaetzle [0.0125]
B9J08_003333,Secreted phosphoprotein 1,0.0460545140199246,"Secreted phosphoprotein 1 [0.0461] | Ecm22p [0.0217] | WGS project CCBQ000000000 data, contig 00015 [0.0133] | Ecm30p [0.0122] | WGS project CCBQ000000000 data, contig 00106 [0.0114] | Suppressor protein SRP40 [0.0085] | WGS project CCBQ000000000 data, contig 00107 [0.0067] | WGS project CCBQ000000000 data, contig 00016 [0.0057] | WGS project CCBQ000000000 data, contig 00058 [0.0047] | WGS project CCBQ000000000 data, contig 00099 [0.0038]"
B9J08_003334,Secreted phosphoprotein 1,0.0713010244493627,Secreted phosphoprotein 1 [0.0713] | Secreted protein [0.0330] | Secreted phosphoprotein 24 [0.0304] | Hypothetical_protein [0.0172] | Conserved secreted protein [0.0147] | Osteopontin [0.0147] | Syndecan [0.0139] | Secreted phosphoprotein 2 [0.0062] | Hyphal wall protein 1 [0.0042] | Secreted phosphoprotein [0.0033]
B9J08_003337,Transmembrane protein,0.0611259591462971,"Transmembrane protein [0.0611] | CDP-diacylglycerol--serine O-phosphatidyltransferase [0.0298] | Exopolysaccharide synthesis, ExoD [0.0246] | Transmembrane protein, [0.0242] | Exopolysaccharide synthesis ExoD [0.0221] | Exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase [0.0221] | EC:2.7.8.26 [0.0190] | Golgi apparatus membrane protein TVP23 homolog [0.0164] | EC:2.5.1.18 [0.0153] | Exopolysaccharide synthesis protein [0.0149]"
B9J08_003350,Mediator complex subunit 9,0.0619064762845147,"Mediator complex subunit 9 [0.0619] | Mediator of RNA polymerase II transcription subunit 9 [0.0526] | KxDL domain-containing protein [0.0278] | Biogenesis of lysosome-related organelles complex 1 subunit 7 [0.0248] | WGS project CCBQ000000000 data, contig 00015 [0.0193] | Coiled-coil domain-containing protein 58 [0.0172] | BLIS1 [0.0144] | WGS project CCBQ000000000 data, contig 00106 [0.0104] | Biogenesis of lysosome-related organelles complex 1 subunit KXD1 [0.0093] | Coiled-coil domain-containing protein [0.0088]"
B9J08_003375,F-box domain-containing protein,0.5044340431243298,F-box domain-containing protein [0.5044] | (pine wood nematode) hypothetical protein [0.0358] | Hypothetical_protein [0.0324] | Hypothetical protein [0.0240] | SWIB domain-containing protein [0.0201] | Expressed conserved protein [0.0098] | Ras-GEF domain-containing protein [0.0087] | FBD domain-containing protein [0.0077] | F-box domain protein [0.0056] | F-box protein [0.0050]
B9J08_003399,RIC1 domain-containing protein,0.3683747836829265,RIC1 domain-containing protein [0.3684] | Transcription factor WD40-like family [0.0411] | Rav1p_C domain-containing protein [0.0314] | RIC1-domain-containing protein [0.0236] | Protein RIC1 homolog [0.0205] | IKI3 family protein [0.0173] | Acylaminoacyl-peptidase [0.0146] | IKI3 family-domain-containing protein [0.0119] | Ricin B-type lectin domain-containing protein [0.0114] | Neuroblastoma-amplified sequence [0.0099]
B9J08_003419,Cell wall surface anchor family protein,0.0341912148756549,"Cell wall surface anchor family protein [0.0342] | LPXTG cell wall anchor domain-containing protein [0.0288] | WGS project CCBQ000000000 data, contig 00015 [0.0263] | LPXTG-motif cell wall anchor domain protein [0.0233] | Surface anchored protein [0.0200] | WGS project CCBQ000000000 data, contig 00106 [0.0181] | Gram_pos_anchor domain-containing protein [0.0145] | WGS project CCBQ000000000 data, contig 00016 [0.0131] | Cell wall protein [0.0126] | Cell wall anchor protein [0.0089]"
B9J08_003422,Hypothetical protein,0.0608215782245729,Hypothetical protein [0.0608] | Hypothetical_protein [0.0330] | Hypothetical conserved protein [0.0181] | SUI1 domain-containing protein [0.0168] | DUF4456 domain-containing protein [0.0164] | Retrotrans_gag domain-containing protein [0.0148] | Transposase [0.0131] | FAR1 domain-containing protein [0.0105] | DUF4219 domain-containing protein [0.0098] | Integrase and RNaseH domain-containing protein [0.0081]
B9J08_003434,Mto2_bdg domain-containing protein,0.2047546950224154,Mto2_bdg domain-containing protein [0.2048] | Protein sgm1 [0.0678] | PH domain-containing protein [0.0382] | M protein repeat protein [0.0358] | GRIP domain-containing protein [0.0311] | EC:2.3.2.27 [0.0157] | Spindle pole body component 110 [0.0115] | Mto2p [0.0115] | Anucleate primary sterigmata protein A [0.0095] | Spindle pole body protein ppc89 [0.0089]
B9J08_003468,"ATP synthase subunit e, mitochondrial",0.0968025853107058,"ATP synthase subunit e, mitochondrial [0.0968] | Hypothetical_protein [0.0581] | (thale cress) hypothetical protein [0.0412] | Mitochondrial zinc maintenance protein 1, mitochondrial [0.0379] | Mitochondrial ATP synthase subunit e [0.0217] | ATP synthase-coupling factor 6, mitochondrial [0.0206] | Mitochondrial protein [0.0189] | Mitochondrial ATP synthase subunit [0.0163] | Mitochondrial import inner membrane translocase subunit Tim16 [0.0104] | Mitochondrial ATP synthase [0.0099]"
B9J08_003475,Arrestin_C domain-containing protein,0.033434542634274,Arrestin_C domain-containing protein [0.0334] | Myozenin-2 [0.0248] | Hydrocephalus-inducing protein homolog [0.0204] | Protein Skeletor [0.0109] | Hydrocephalus-inducing protein-like [0.0102] | Myozenin-2-like [0.0098] | Myozenin-1 [0.0093] | Eukaryotic translation initiation factor 2D [0.0091] | Hydrocephalus-inducing protein [0.0087] | Splicing factor 3B subunit 2 [0.0048]
B9J08_003481,Hypothetical protein,0.146615147845274,Hypothetical protein [0.1466] | DUF4806 domain-containing protein [0.1291] | DUF1604 domain-containing protein [0.0264] | BESS domain-containing protein [0.0256] | Pre-mRNA-splicing factor 18 [0.0192] | (pine wood nematode) hypothetical protein [0.0140] | Eukaryotic translation initiation factor 3 30 kDa subunit [0.0130] | Detected protein of confused Function [0.0110] | DUF4780 domain-containing protein [0.0087] | Protein AATF [0.0051]
B9J08_003483,MitMem_reg domain-containing protein,0.0944729698450439,"MitMem_reg domain-containing protein [0.0945] | Exocyst complex component Sec8 [0.0377] | GCP_C_terminal domain-containing protein [0.0297] | Vps8 domain-containing protein [0.0221] | Exocyst complex component Sec10 [0.0185] | Vacuolar protein sorting-associated protein 28 [0.0178] | GCP_N_terminal domain-containing protein [0.0173] | WASH complex subunit strumpellin [0.0090] | C2 domain-containing protein [0.0085] | WGS project CCBQ000000000 data, contig 00015 [0.0069]"
B9J08_003487,Secreted protein,0.1622546705586142,"Secreted protein [0.1623] | GPI anchored protein [0.0327] | Expressed protein [0.0293] | Secreted peptide [0.0261] | GPI anchored protein, [0.0128] | Hypothetical_protein [0.0124] | Repressed By RIM101 protein 1 [0.0060] | Repressed By RIM101 protein 1-like [0.0039] | GPI-anchored protein [0.0028] | WGS project CABT00000000 data, contig 2.2 [0.0026]"
B9J08_003491,F-box/LRR-repeat protein,0.086256989011522,"F-box/LRR-repeat protein [0.0863] | Leucine-rich repeat domain, L domain-containing protein [0.0683] | LRR domain containing protein [0.0491] | Leucine-rich repeat domain, L domain-like protein [0.0369] | LRR_6 domain-containing protein [0.0287] | FBD domain-containing protein [0.0252] | Ubiquitin-protein ligase [0.0214] | F-box/LRR protein [0.0176] | F-box/FBD/LRR-repeat protein [0.0175] | F-box/LRR-repeat protein 15 [0.0153]"
B9J08_003499,DUF4739 domain-containing protein,0.0426725627688706,DUF4739 domain-containing protein [0.0427] | ASD2 domain-containing protein [0.0377] | PH domain-containing protein [0.0317] | Rab-GAP TBC domain-containing protein [0.0304] | DUF1752 domain-containing protein [0.0275] | SH2 domain-containing protein [0.0173] | Protein kinase domain-containing protein [0.0164] | SH2 domain-containing adapter protein F [0.0146] | Serine-rich adhesin for platelets [0.0134] | Ras-GAP domain-containing protein [0.0106]
B9J08_003511,Protein C10,0.2138567250064131,"Protein C10 [0.2139] | EF-hand_like domain-containing protein [0.0692] | EF-hand_14 domain-containing protein [0.0610] | Calmodulin [0.0280] | EF-hand domain-containing protein [0.0156] | Altered inheritance of mitochondria protein 41 [0.0154] | Altered inheritance of mitochondria protein 41, mitochondrial [0.0058] | Calmodulin-like protein 1 [0.0042] | Calmodulin-like protein [0.0033] | Protein C12orf4 homolog [0.0030]"
B9J08_003528,Hypothetical protein,0.067883136557629,"Hypothetical protein [0.0679] | Transposase [0.0126] | Phosphoenolpyruvate carboxylase [0.0121] | WGS project CBMG000000000 data, contig CS5907- [0.0104] | Hypothetical conserved protein [0.0070] | Intraflagellar transport protein 57 homolog [0.0044] | WGS project CBME000000000 data, contig [0.0037] | Serine/threonine protein kinase [0.0037] | DUF4268 domain-containing protein [0.0034] | WGS project CBMI000000000 data, contig [0.0032]"
B9J08_003532,Membrane-associated kinase regulator 6,0.0595393193781641,Membrane-associated kinase regulator 6 [0.0595] | Str. FM013 [0.0297] | Hypothetical protein [0.0253] | Membrane-associated kinase regulator 5 [0.0154] | (pine wood nematode) hypothetical protein [0.0101] | Membrane-associated kinase regulator 4 [0.0089] | Membrane-associated kinase regulator [0.0083] | Muscular LMNA-interacting protein [0.0051] | Muscular LMNA interacting protein [0.0049] | Protein phosphatase 1 regulatory subunit 15A [0.0037]
B9J08_003539,J domain-containing protein,0.1219353831442336,J domain-containing protein [0.1219] | Hypothetical_protein [0.0477] | Conserved protein [0.0348] | F-box-like family protein [0.0316] | PCI domain-containing protein [0.0245] | DnaJ-domain-containing protein [0.0188] | F-box domain-containing protein [0.0134] | F_actin_bund_C domain-containing protein [0.0107] | DnaJ domain-containing protein [0.0099] | F-box-like protein [0.0027]
B9J08_003551,Flo11 domain-containing protein,0.1187788719330954,Flo11 domain-containing protein [0.1188] | PA14 domain-containing protein [0.0859] | WSC domain-containing protein [0.0832] | SEA domain-containing protein [0.0375] | Flocculation protein FLO11 [0.0251] | Ig-like domain-containing protein [0.0245] | Hyphal wall protein 1 [0.0243] | Apple domain-containing protein [0.0160] | Cell wall protein DAN4 [0.0122] | Hyphal wall protein [0.0062]
B9J08_003591,Hyphal wall protein 1,0.1260423961246645,Hyphal wall protein 1 [0.1260] | Hyphal wall protein [0.0715] | Hyphal wall protein 1-like [0.0333] | Hyphal wall protein 2-like [0.0173] | Secreted protein [0.0146] | Hyphal wall protein 2 [0.0141] | Filamentous growth regulator 23-like [0.0097] | Flocculation protein FLO11 [0.0088] | GPI anchored protein [0.0068] | GPI-anchored protein [0.0057]
B9J08_003601,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein,0.0787196487871872,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein [0.0787] | SNRNP27 domain-containing protein [0.0470] | U4/U6.U5 tri-snRNP-associated protein 3 [0.0458] | U4/U6.U5 tri-snRNP-associated protein 1 [0.0408] | PEST proteolytic signal-containing nuclear protein [0.0238] | Zgc:194243 [0.0180] | U4/U6.U5 tri-snRNP-associated protein 1-like [0.0146] | Zgc: [0.0112] | (thale cress) hypothetical protein [0.0100] | (pine wood nematode) hypothetical protein [0.0084]
B9J08_003607,Acidic repeat-containing protein-like,0.1056205930790303,Acidic repeat-containing protein-like [0.1056] | Prostatic spermine-binding protein-like [0.0730] | Acidic repeat-containing protein [0.0354] | Acidic leucine-rich nuclear phosphoprotein 32-related protein 1-like [0.0293] | Acidic leucine-rich nuclear phosphoprotein 32-related protein-like [0.0251] | Hypothetical protein [0.0203] | Acidic leucine-rich nuclear phosphoprotein 32-related protein [0.0195] | Acidic leucine-rich nuclear phosphoprotein 32-related protein 2-like [0.0185] | Cerebellar degeneration-related antigen 1 [0.0184] | Replicase polyprotein 1a [0.0165]
B9J08_003635,Dymeclin,0.0203893390431518,Dymeclin [0.0204] | Nitrate assimilation regulatory protein nira [0.0161] | MIF4G domain-containing protein [0.0157] | DUF3402 domain-containing protein [0.0131] | Non-specific serine/threonine protein kinase [0.0076] | CDC24 domain-containing protein [0.0072] | Myosin motor domain-containing protein [0.0063] | Nitrate assimilation regulatory protein nirA [0.0056] | Non-structural maintenance of chromosome element 4 [0.0046] | Nitrate assimilation regulatory protein nira protein [0.0040]
B9J08_003636,Mediator of RNA polymerase II transcription subunit 9,0.0326773234678103,Mediator of RNA polymerase II transcription subunit 9 [0.0327] | DASH complex subunit SPC19 [0.0284] | Mediator complex subunit 9 [0.0229] | REM-1 domain-containing protein [0.0226] | Intraflagellar transport protein [0.0125] | THO complex subunit 7 [0.0111] | Intraflagellar transport protein 20 [0.0089] | THO complex subunit 5 [0.0076] | Similar to [0.0074] | EKC/KEOPS complex subunit BUD32 [0.0069]
B9J08_003644,DDE_Tnp_1_7 domain-containing protein,0.064496201481813,"DDE_Tnp_1_7 domain-containing protein [0.0645] | Transposase, MuDR, MULE transposase domain protein [0.0212] | BESS domain-containing protein [0.0177] | Autophagy-related protein 13 [0.0109] | Protein FAR1-RELATED SEQUENCE [0.0106] | NAC domain-containing protein [0.0088] | Serine/threonine-protein kinase RIO2 [0.0043] | Autophagy-related protein 13-like [0.0040] | E2F transcription factor 7 [0.0035] | PiggyBac transposable element-derived protein 2 [0.0033]"
B9J08_003651,Mitochondrial inner membrane i-AAA protease complex subunit,0.1808390737577964,Mitochondrial inner membrane i-AAA protease complex subunit [0.1808] | Mitochondrial import inner membrane translocase subunit TIM54 [0.0683] | Mitochondrial K+-H+ exchange-related-domain-containing protein [0.0470] | Mitochondrial import inner membrane translocase subunit TIM50 [0.0312] | Mitochondrial import inner membrane translocase subunit Tim23 [0.0259] | Hypothetical_protein [0.0241] | Hypothetical protein [0.0171] | Mitochondrial ATP synthase subunit [0.0168] | Piso0_000946 protein [0.0140] | Mitochondrial inner membrane i-AAA protease complex subunit protein [0.0139]
