Protein,Gene ID,source_id,Product Description,Protein Length,Ortholog count,Paralog count,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10,ProtNLM_Top1_Generic,ProtNLM_Score_GE_0.2,ProtNLM_Score_GE_0.5,ProtNLM_Score_GE_0.8,ProtNote_Top_GO,ProtNote_Top_GO_Description,ProtNote_Top_Probability,ProtNote_Top_Rank,ProtNote_Top_Specific_GO,ProtNote_Top_Specific_Description,ProtNote_Top_Specific_Probability,ProtNote_Top_Specific_Rank,ProtNote_NonObsolete_Count,ProtNote_Specific_Count,ProtNote_HighConf_Specific_Count,ProtNote_All_Specific_Descriptions,Has_ProtNote_Specific_Prediction,Has_HighConf_ProtNote_Specific,ProtNLM_NonGeneric,Candidate_Priority_Score,GO2SUM_Function_Text,GO2SUM_Function_Word_Count,GO2SUM_Function_Exact_Duplicate_Count,GO2SUM_Function_Review_Reasons,GO2SUM_Function_Review_Flag,GO2SUM_Pathway_Text,GO2SUM_Pathway_Word_Count,GO2SUM_Pathway_Exact_Duplicate_Count,GO2SUM_Pathway_Review_Reasons,GO2SUM_Pathway_Review_Flag,GO2SUM_Subunit_Text,GO2SUM_Subunit_Word_Count,GO2SUM_Subunit_Exact_Duplicate_Count,GO2SUM_Subunit_Review_Reasons,GO2SUM_Subunit_Review_Flag,GO2SUM_Any_Review_Flag,GO2SUM_Number_Of_Flagged_Output_Types
B9J08_004790,B9J08_004790,B9J08_004790-t37_1,hypothetical protein,396,8,0,Ras-associating domain-containing protein,0.0805056608158133,"Ras-associating domain-containing protein [0.0805] | DUF4708 domain-containing protein [0.0793] | Ral GTPase-activating protein subunit alpha-2 [0.0138] | Pleckstrin homology domain-containing family H member 2 [0.0072] | Ral GTPase-activating protein subunit beta-like [0.0062] | Testis-expressed sequence 264 protein [0.0059] | Ral GTPase-activating protein subunit alpha-2-like [0.0049] | Ral GTPase activating protein, beta subunit (Non-catalytic) [0.0048] | Ral GTPase-activating protein subunit beta [0.0047] | Ral GTPase-activating protein subunit alpha-1-like [0.0041]",False,False,False,False,GO:0008150,biological_process,0.9488,1,GO:0043170,macromolecule metabolic process,0.8312,3,18,14,14,macromolecule metabolic process | cellular catabolic process | organic substance metabolic process | cellular macromolecule metabolic process | metabolic process | cellular metabolic process | intracellular part | organonitrogen compound metabolic process | nitrogen compound metabolic process | organic substance catabolic process | primary metabolic process | modification-dependent macromolecule catabolic process | proteolysis | catabolic process,True,True,True,3,"This protein is an atypical, non-catalytic component of a type II toxin-antitoxin system. The C-terminal half is responsible for the peptidyl-ADP-ribosylation reaction.",22,1,,False,Organic acid metabolism; propanoate degradation.,5,2,,False,Homotetramer.,1,11,,False,False,0
B9J08_002163,B9J08_002163,B9J08_002163-t37_1,hypothetical protein,113,24,0,Transmembrane protein,0.0802671640872084,"Transmembrane protein [0.0803] | Hypothetical_protein_-_conserved [0.0414] | Hypothetical protein [0.0387] | Hypothetical_protein [0.0374] | ATP synthase subunit e, mitochondrial [0.0347] | Transmembrane protein, [0.0276] | EF-hand domain-containing protein [0.0206] | Hypothetical_protein_conserved [0.0192] | Expressed protein [0.0136] | NADH-ubiquinone reductase complex 1 MLRQ subunit [0.0099]",False,False,False,False,GO:0005575,cellular_component,0.9855,1,GO:0044424,intracellular part,0.9499,4,20,14,14,"intracellular part | organelle part | intracellular organelle part | mitochondrial part | membrane protein complex | inner mitochondrial membrane protein complex | mitochondrial membrane part | mitochondrial protein complex | integral component of membrane | intrinsic component of membrane | protein-containing complex | mitochondrial membrane | organelle inner membrane | oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor",True,True,True,3,Probable thiol-disulfide oxidoreductase that may participate in various redox reactions.,10,4,,False,Protein modification; sulfatase oxidation.,4,1,,False,"Heterodimer of OSBPL1 and OSBPL2, which forms the mitochondrial membrane ribosome. OSBPL1 is required to recruit OSBPL1 into the mitochondrion.",20,1,extreme_length_outlier,True,True,1
B9J08_005538,B9J08_005538,B9J08_005538-t37_1,hypothetical protein,312,5,0,RMI1_C domain-containing protein,0.0801548882822499,RMI1_C domain-containing protein [0.0802] | RMI1_N domain-containing protein [0.0639] | ZU5 domain-containing protein [0.0268] | BRCA-2_OB1 domain-containing protein [0.0239] | Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1 [0.0111] | VPS13_mid_rpt domain-containing protein [0.0102] | DNA-directed RNA polymerase III subunit RPC5 [0.0101] | Vacuolar protein sorting-associated protein 13D [0.0087] | BRCA2-interacting transcriptional repressor EMSY [0.0047] | Vacuolar protein sorting-associated protein 13B [0.0035],False,False,False,False,GO:0005575,cellular_component,0.8811,1,GO:0044424,intracellular part,0.826,3,18,11,5,intracellular part | intracellular organelle part | organelle part | cytoplasm | programmed cell death | intracellular organelle | cell death | intracellular membrane-bounded organelle | cytoskeletal part | nucleus | microtubule,True,True,True,3,May play a role in microtubule stabilization at the cell cortex.,11,1,,False,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,Homodimer. Interacts with SIGA1 and SIGA2.,6,1,,False,True,1
B9J08_000824,B9J08_000824,B9J08_000824-t37_1,hypothetical protein,208,23,0,Secreted protein,0.0797285833297664,Secreted protein [0.0797] | Hyphal wall protein 1 [0.0280] | Flo11 domain-containing protein [0.0147] | Protein KRE1 [0.0141] | Protein DSE2 [0.0137] | Hyphal wall protein [0.0100] | Extracellular proline-serine rich protein [0.0073] | Cell wall protein [0.0068] | Flocculin [0.0063] | Cell wall protein DAN4 [0.0049],False,False,False,False,GO:0005575,cellular_component,0.9551,1,GO:0071555,cell wall organization,0.906,3,20,16,16,cell wall organization | cell wall organization or biogenesis | external encapsulating structure | cell wall | external encapsulating structure organization | fungal-type cell wall organization | fungal-type cell wall organization or biogenesis | cellular component organization or biogenesis | biological adhesion | cellular component organization | growth | filamentous growth of a unicellular organism | fungal-type cell wall | filamentous growth | filamentous growth of a multicellular organism | filamentous growth of a population of unicellular organisms,True,True,True,3,Required for normal cell wall integrity and for the correct assembly of the mannoprotein outer layer of the cell wall. Important for apical-basal adhesion.,24,1,,False,Glycan metabolism; N-glycan degradation.,4,2,,False,Interacts with RACK1.,3,1,,False,False,0
B9J08_003601,B9J08_003601,B9J08_003601-t37_1,hypothetical protein,165,8,0,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein,0.0787196487871872,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein [0.0787] | SNRNP27 domain-containing protein [0.0470] | U4/U6.U5 tri-snRNP-associated protein 3 [0.0458] | U4/U6.U5 tri-snRNP-associated protein 1 [0.0408] | PEST proteolytic signal-containing nuclear protein [0.0238] | Zgc:194243 [0.0180] | U4/U6.U5 tri-snRNP-associated protein 1-like [0.0146] | Zgc: [0.0112] | (thale cress) hypothetical protein [0.0100] | (pine wood nematode) hypothetical protein [0.0084],False,False,False,False,GO:0005575,cellular_component,0.8429,1,GO:0032501,multicellular organismal process,0.5961,3,18,12,4,multicellular organismal process | intracellular part | membrane | multicellular organism development | plasma membrane | embryo development | organelle part | developmental process | cytosol | cytoplasm | anatomical structure development | intracellular organelle part,True,True,True,3,Probably plays a role in embryogenesis.,6,2,metazoan_or_clinical_context,True,Lipid metabolism; OBSOLETE biosynthesis.,4,3,obsolete_placeholder,True,Homodimer.,1,182,,False,True,2
B9J08_001223,B9J08_001223,B9J08_001223-t37_1,hypothetical protein,82,15,0,DUF3847 domain-containing protein,0.0785798371928655,DUF3847 domain-containing protein [0.0786] | Hypothetical protein [0.0453] | TNNI1 [0.0243] | Troponin I [0.0181] | Coiled-coil domain-containing protein 167 [0.0179] | TNNI3 [0.0158] | V-type ATP synthase subunit D [0.0116] | ATF7IP [0.0097] | Glutamyl-tRNA amidotransferase [0.0096] | ATF7IP_BD domain-containing protein [0.0077],False,False,False,False,GO:0071704,organic substance metabolic process,0.9814,1,GO:0071704,organic substance metabolic process,0.9814,1,18,14,14,organic substance metabolic process | organic substance biosynthetic process | macromolecule metabolic process | cellular metabolic process | macromolecule biosynthetic process | cellular biosynthetic process | nitrogen compound metabolic process | biosynthetic process | intracellular part | metabolic process | primary metabolic process | cellular macromolecule metabolic process | cellular macromolecule biosynthetic process | cellular nitrogen compound biosynthetic process,True,True,True,3,Converts protonucleotides and malonate semialdehydes to protonucleotides.,7,1,,False,Siderophore biosynthesis.,2,6,,False,Homodimer.,1,182,,False,False,0
B9J08_002624,B9J08_002624,B9J08_002624-t37_1,hypothetical protein,67,2,0,Transposase,0.077917833826814,Transposase [0.0779] | Str. FM013 [0.0279] | Hypothetical protein [0.0193] | Integrase [0.0175] | DDE_Tnp_1_7 domain-containing protein [0.0127] | UDENN domain-containing protein [0.0068] | Alpha/beta hydrolase [0.0054] | DUF4057 domain-containing protein [0.0027] | DUF2335 domain-containing protein [0.0026] | ATP-dependent DNA helicase [0.0019],False,False,False,False,GO:0008150,biological_process,0.8093,1,GO:0008152,metabolic process,0.6062,3,17,13,2,metabolic process | cellular metabolic process | protein-containing complex | organic substance metabolic process | intracellular protein-containing complex | intracellular part | macromolecule metabolic process | chemosynthesis | catalytic complex | organic substance biosynthetic process | biosynthetic process | cellular biosynthetic process | phosphate-containing compound metabolic process,True,True,True,3,The O-arabinosyltransferase is a component of the alpha-ketoacid dehydrogenase complexes.,10,1,,False,Energy metabolism; carbon dioxide reduction.,5,1,,False,OBSOLETE is a heterodimer of an alpha and a beta chain.,11,1,obsolete_placeholder,True,True,1
B9J08_002884,B9J08_002884,B9J08_002884-t37_1,hypothetical protein,295,9,0,Str. FM013,0.0777996805183512,"Str. FM013 [0.0778] | Phosducin domain-containing protein [0.0413] | RPGR1_C domain-containing protein [0.0254] | BgtA- [0.0216] | Similar to [0.0211] | UPF0029 domain-containing protein [0.0121] | RPAP3_C domain-containing protein [0.0096] | Protein TRM32 [0.0052] | Protein TRM32-like [0.0042] | WGS project CCBQ000000000 data, contig 00015 [0.0035]",False,False,False,False,GO:0008150,biological_process,0.7509,1,GO:0044424,intracellular part,0.6791,3,20,10,5,intracellular part | cytosol | regulation of biological process | regulation of cellular process | protein binding | nucleus | intracellular membrane-bounded organelle | intracellular organelle | cell division site | hydrolase activity,True,True,True,3,Has ribonucleoside triphosphate hydrolase activity.,5,1,,False,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Homodimer.,1,182,,False,True,1
B9J08_004284,B9J08_004284,B9J08_004284-t37_1,hypothetical protein,433,10,1,Transcription initiation factor SL1/TIF-IB subunit D,0.0772041040653817,Transcription initiation factor SL1/TIF-IB subunit D [0.0772] | Surfeit locus protein 2 [0.0346] | Hypothetical protein [0.0108] | Transcriptional activator spt7 [0.0102] | TATA box-binding protein-associated factor RNA polymerase I subunit D [0.0097] | Zf-C2H2_2 domain-containing protein [0.0097] | Chromatin modification-related protein eaf7 [0.0081] | Serine/arginine repetitive matrix protein 2 [0.0051] | TATA box-binding protein-associated factor 1D [0.0045] | Serine/arginine repetitive matrix protein 2-like [0.0040],False,False,False,False,GO:0005575,cellular_component,0.9801,1,GO:0044424,intracellular part,0.9613,3,19,11,11,intracellular part | intracellular organelle | intracellular membrane-bounded organelle | non-membrane-bounded organelle | intracellular non-membrane-bounded organelle | ribonucleoprotein complex biogenesis | cellular component biogenesis | nucleus | regulation of biological process | cellular component organization or biogenesis | protein-containing complex,True,True,True,3,Adapter protein which modulates ubiquitin ligase activity of RING-type zinc finger-containing ubiquitin-binding proteins.,13,2,,False,Amino-acid biosynthesis; ergothioneine biosynthesis.,4,13,,False,Interacts with B'GAMMA and B'GAMMA in a GTP-dependent manner.,9,4,,False,False,0
B9J08_004195,B9J08_004195,B9J08_004195-t37_1,hypothetical protein,303,5,0,Protein WVD2-like 7,0.0770452505698322,"Protein WVD2-like 7 [0.0770] | Hypothetical protein [0.0549] | TPX2 domain-containing protein [0.0422] | Spen homolog, transcriptional regulator [0.0273] | ATP synthase subunit e, mitochondrial [0.0179] | Protein WVD2-like 4 [0.0155] | Protein WVD2-like 5 [0.0128] | Protein WVD2-like 1 [0.0112] | Coiled-coil domain-containing protein [0.0085] | Protein WVD2-like 2 [0.0081]",False,False,False,False,GO:0008150,biological_process,0.838,1,GO:0044237,cellular metabolic process,0.6997,3,19,16,16,cellular metabolic process | nuclear part | organic substance metabolic process | nitrogen compound metabolic process | organelle part | primary metabolic process | organic cyclic compound metabolic process | cellular nitrogen compound metabolic process | intracellular part | macromolecule metabolic process | heterocycle metabolic process | cellular aromatic compound metabolic process | intracellular organelle part | nucleobase-containing compound metabolic process | metabolic process | nucleic acid metabolic process,True,True,True,3,This protein is an obisoluted component of the N-ethylmaleimide oxidase complex.,11,1,,False,Pigment biosynthesis.,2,20,,False,Homodimer.,1,182,,False,False,0
B9J08_004275,B9J08_004275,B9J08_004275-t37_1,hypothetical protein,390,36,1,Transmembrane protein,0.0768002125974801,"Transmembrane protein [0.0768] | Transmembrane protein 188 [0.0675] | Transmembrane protein, [0.0537] | DUF2470 domain-containing protein [0.0308] | Related to integral membrane protein [0.0260] | Similar to [0.0161] | Integral membrane protein [0.0139] | Inner membrane protein [0.0125] | WGS project CCBQ000000000 data, contig 00015 [0.0083] | Podospora anserina S mat+ genomic DNA chromosome 7, supercontig 1 [0.0069]",False,False,False,False,GO:0005575,cellular_component,0.9459,1,GO:0044424,intracellular part,0.9181,4,20,11,11,intracellular part | mitochondrial part | intracellular organelle part | organelle part | integral component of membrane | intrinsic component of membrane | metabolic process | intracellular organelle | heterocyclic compound binding | mitochondrial membrane | mitochondrion,True,True,True,3,OBSOLETE is a member of the ubiquinol-cytochrome c reductase complex that catalyzes the reduction of ubiquinol to ubiquinol by the proteasome.,21,1,obsolete_placeholder,True,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Homodimer.,1,182,,False,True,2
B9J08_001197,B9J08_001197,B9J08_001197-t37_1,hypothetical protein,838,23,0,Protein kinase domain-containing protein,0.0766909578053034,Protein kinase domain-containing protein [0.0767] | FH2 domain-containing protein [0.0502] | Serine-rich adhesin for platelets-like [0.0368] | Serine-rich adhesin for platelets [0.0306] | PDZ domain-containing protein [0.0269] | Hypothetical_protein [0.0223] | Rho guanine nucleotide exchange factor 26 [0.0129] | Serine-rich coiled-coil domain-containing protein 1-like [0.0109] | WD_REPEATS_REGION domain-containing protein [0.0105] | SH3 domain-containing protein [0.0103],False,False,False,False,GO:0005575,cellular_component,0.6682,1,GO:0044424,intracellular part,0.5592,4,19,13,5,intracellular part | cytoplasm | plasma membrane region | cell cycle | membrane | cell division site part | regulation of biological process | regulation of cellular process | cellular bud neck | cleavage furrow | cellular bud tip | cell tip | anticlinal cell division,True,True,True,3,May play a role in the control of cellular morphogenesis and cytokinesis.,12,1,,False,Protein modification; protein glycosylation.,4,85,,False,Homodimer.,1,182,,False,False,0
